SubmissionDate,starttime,endtime,deviceid,devicephonenum,username,device_info,duration,caseid,Date,Enumerator,Hospital,BAT,BST,BET,Breakfast,LAT,LST,LET,Lunch,Male,Female,Female_caregivers,Male_caregivers,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,Kigali,South,East,North,West,DAT,DST,DET,Dinner,Challenge_satisfaction,Recommendation,Audio,Image,instanceID,formdef_version,KEY
"10/14/2025, 7:55:08 PM","10/14/2025, 7:31:04 PM","10/14/2025, 7:49:56 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.4 (461ba40),421,,10/14/2025,8,3,6:53:20 AM,7:09:33 AM,7:49:39 AM,168,12:28:52 PM,12:50:59 PM,1:44:06 PM,78,0,0,75,3,0,0,0,0,0,0,0,0,0,0,5:11:22 PM,5:31:33 PM,6:33:38 PM,97,"The service went well today. 
Meals were delicious and well prepared. 
Today, we served meats for all patients.

The patient we give soup is not getting it because the soup reached the station cold, and his caregiver asked if we could stop bringing the cold soup. But the reason is because the soup(1litter) is given in a plastic and big container.",N/A,,media\1760463503021.jpg,uuid:0ab4ec8d-3daa-4ee7-8942-296069016f7b,2504040958,uuid:0ab4ec8d-3daa-4ee7-8942-296069016f7b
"10/14/2025, 8:52:53 PM","10/14/2025, 8:31:44 PM","10/14/2025, 8:52:45 PM",dcc98da1ce4a0190,,nap,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),1194,,10/14/2025,0,2,7:12:58 AM,7:39:03 AM,8:17:08 AM,250,1:49:18 PM,2:27:22 PM,3:34:27 PM,272,25,56,14,4,20,6,4,6,45,71,5,0,4,1,5:42:09 PM,6:01:14 PM,6:45:19 PM,239,"All beneficiaries received their meals and were very grateful to solid Africa because we fed them well without any cost.

Infection patients thank us  very much for taking care of them every day.
They said that the simple food ( special diet),milk ,eggs and fruits every day is what makes  them recover quickly.

Emergency room patients  also thank us  for getting their  daily meals and on the time ,that helps them take their medication  and continue to be strong.",N/A,,,uuid:fd2f575e-49a0-4937-ba5b-4aed08673766,2504040958,uuid:fd2f575e-49a0-4937-ba5b-4aed08673766
"10/14/2025, 9:18:58 PM","10/14/2025, 8:32:53 PM","10/14/2025, 8:53:23 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),1226,,10/14/2025,7,4,6:33:20 AM,6:53:26 AM,7:51:42 AM,73,2:38:00 PM,2:46:02 PM,3:25:21 PM,178,32,109,29,8,7,3,21,31,116,145,30,1,1,1,4:37:28 PM,4:52:35 PM,6:11:51 PM,78,"À l'hôspital nyarugenge la journe s'est bien passée et la nourriture était bonne.

Hier, ils ont cuisiné des patates douces pour le régime mais ils ne les ont pas mangées, les enfants ne les ont pas mangées, le post partum ne les ont pas mangées et même ceux qui sont prend le regime faciles à digérer ne les ont pas mangés.",N/A,,,uuid:fc8d8663-0c8b-4873-ac22-606cd7edcb13,2504040958,uuid:fc8d8663-0c8b-4873-ac22-606cd7edcb13
"10/15/2025, 7:49:49 AM","10/15/2025, 6:37:13 AM","10/15/2025, 7:19:34 AM",7c70df7870e72e35,+250796174816,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.2 (3771098),2018,,10/14/2025,1,0,7:00:09 AM,7:20:40 AM,8:00:03 AM,668,11:30:10 AM,12:30:23 PM,1:45:42 PM,520,108,152,217,43,0,0,14,89,157,13,56,81,58,52,3:49:16 PM,4:48:47 PM,5:50:12 PM,504,"Today was the satisfaction of patients, and they caregiver for good service and love we show them
They are pleasure",N/A,,,uuid:31f5d671-52bf-4680-a0e9-15a0037db7d2,2504040958,uuid:31f5d671-52bf-4680-a0e9-15a0037db7d2
"10/15/2025, 10:34:24 AM","10/14/2025, 8:35:22 PM","10/15/2025, 10:33:48 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1683,,10/14/2025,4,1,6:48:50 AM,6:58:13 AM,7:58:18 AM,248,3:38:14 PM,3:50:15 PM,5:10:16 PM,280,56,98,86,39,18,1,6,51,78,90,4,54,2,6,6:25:16 PM,6:38:20 PM,7:29:30 PM,237,"Today, breakfast was served on time. However, for lunch, although the kitchen team prepared the meals as usual, the hospital vehicle was unable to arrive on time for transport. As a result, lunch was delivered at 3:00 PM. The hospital explained that this delay was due to emergency cases. This situation led to an excess of meals at the hospital, as dinner service was approaching soon after.",Done well,,,uuid:758eeb67-177c-4c11-ae45-ce5dbcd3a689,2504040958,uuid:758eeb67-177c-4c11-ae45-ce5dbcd3a689
"10/15/2025, 7:58:24 PM","10/15/2025, 7:47:55 PM","10/15/2025, 7:58:23 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.4 (461ba40),601,,10/15/2025,8,3,7:25:18 AM,7:37:30 AM,8:12:39 AM,168,12:36:53 PM,1:00:02 PM,1:51:18 PM,80,0,0,77,3,0,0,0,0,0,0,0,0,0,0,5:14:01 PM,5:36:02 PM,6:11:48 PM,95,"The service went well today. 
Meals were delicious and well prepared. 
Today, we served eggs to all patients. 
We served vegetables in exchange for isombe.

Patients appreciated that we are now serving them lunch  at the right time.",N/A,,,uuid:5304af33-db90-4ae4-861a-5539d59d7056,2504040958,uuid:5304af33-db90-4ae4-861a-5539d59d7056
"10/15/2025, 9:10:49 PM","10/15/2025, 8:18:36 PM","10/15/2025, 9:10:43 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1480,,10/15/2025,4,1,6:38:05 AM,6:49:06 AM,7:37:42 AM,247,12:18:56 PM,12:31:59 PM,2:48:02 PM,280,61,90,84,45,17,2,1,56,93,89,1,58,2,2,4:59:28 PM,5:20:46 PM,6:27:50 PM,235,"We had a very good day, and everyone who received our meals was satisfied, especially because the food was well prepared! In particular, they were very happy that we served them isombe; they really loved it and enjoyed it so much!

Today went very well for our beneficiaries, and they were pleased with everything we provided.",None,,,uuid:97de6ab7-42f6-4e86-b0e3-020af1d6efa0,2504040958,uuid:97de6ab7-42f6-4e86-b0e3-020af1d6efa0
"10/15/2025, 10:18:14 PM","10/15/2025, 9:49:45 PM","10/15/2025, 9:59:09 PM",7c70df7870e72e35,+250796174816,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.2 (3771098),550,,10/15/2025,1,0,7:00:41 AM,7:20:20 AM,8:38:42 AM,668,11:45:20 AM,12:20:55 PM,1:38:18 PM,520,152,108,208,52,0,0,20,130,110,24,92,16,82,46,4:18:48 PM,4:42:19 PM,5:58:35 PM,520,N/A,N/A,,,uuid:f9eff2a3-4336-479a-95ed-dfc7683e0bcc,2504040958,uuid:f9eff2a3-4336-479a-95ed-dfc7683e0bcc
"10/15/2025, 11:04:32 PM","10/15/2025, 10:57:54 PM","10/15/2025, 11:04:25 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),391,,10/15/2025,7,4,7:03:18 AM,7:22:29 AM,8:06:41 AM,71,2:05:33 PM,2:20:51 PM,3:29:08 PM,186,33,121,25,7,6,3,25,37,115,151,34,0,1,0,4:39:40 PM,4:52:55 PM,6:32:05 PM,82,"À l'hospital Nyarugenge la journe s'est bien passée et la nourriture était bonne.

Tous les patients ont mangé de la viande.",N/A,,,uuid:970af7de-fbc1-4fcd-85d9-5ab7cf6bbda8,2504040958,uuid:970af7de-fbc1-4fcd-85d9-5ab7cf6bbda8
"10/16/2025, 11:19:21 AM","10/15/2025, 8:48:11 PM","10/16/2025, 11:19:14 AM",dcc98da1ce4a0190,,nap,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2268,,10/15/2025,0,2,7:48:18 AM,8:14:26 AM,8:59:43 AM,249,1:52:30 PM,2:30:31 PM,3:16:31 PM,270,21,49,18,9,20,6,0,14,57,81,8,0,7,0,5:40:41 PM,6:03:42 PM,6:54:10 PM,230,"We had a great day, all the patients received their breakfast and were satisfied with it.

At lunchtime, they were very happy because the meals were well prepared and delicious and all the patients received juice.

In the evening, everything went really well.",N/A,,,uuid:1f9b82cb-a436-4a01-a658-2f999783c6cb,2504040958,uuid:1f9b82cb-a436-4a01-a658-2f999783c6cb
"10/16/2025, 8:45:19 PM","10/16/2025, 8:33:35 PM","10/16/2025, 8:45:17 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.4 (461ba40),395,,10/16/2025,8,3,6:39:29 AM,7:02:38 AM,7:36:52 AM,168,1:55:13 PM,2:12:21 PM,3:05:35 PM,80,0,0,77,3,0,0,0,0,0,0,0,0,0,0,6:33:53 PM,6:44:59 PM,7:35:07 PM,95,"The service went well today. 
Meals were delicious and well prepared. 
Today, we served meats to all patients.

A mother who was in neonatology was discharged, and she appreciated SolidAfrica for feeding her meals three times a day for four months.  She said that she liked the way  we (SolidAfrica) serve enough porridge and food to all patients.",N/A,,,uuid:ae4a4378-7b0f-4765-adf9-d038e4921c8f,2504040958,uuid:ae4a4378-7b0f-4765-adf9-d038e4921c8f
"10/16/2025, 10:22:19 PM","10/16/2025, 7:39:42 PM","10/16/2025, 10:19:34 PM",7c70df7870e72e35,+250796174816,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.2 (3771098),1401,,10/16/2025,1,0,7:00:18 AM,7:20:35 AM,8:30:06 AM,668,11:41:39 AM,12:20:12 PM,1:40:29 PM,520,98,162,210,50,0,0,21,85,154,54,13,92,57,44,4:48:44 PM,5:20:45 PM,6:40:47 PM,520,"Today, we received who shared a meal with us in the pediatric ward .the activity went smoothly and was well organised. During the visit,the guests interested with patients, including a mother who had been admitted for the past six months.

She shared that she came from nyamasheke and has no relatives in Kigali to support her during her stay. She expressed deep appreciation to solid African for the continously support provided to patients and the hospital, particularly for ensuring daily meals and providing essential hygiene materials that contribute to their well-being.",N/A,,,uuid:c5216f76-1696-4a2d-89c6-c29bdee8050b,2504040958,uuid:c5216f76-1696-4a2d-89c6-c29bdee8050b
"10/16/2025, 10:44:20 PM","10/16/2025, 10:12:39 PM","10/16/2025, 10:44:15 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),1776,,10/16/2025,7,4,6:21:09 AM,6:39:39 AM,7:54:06 AM,79,2:16:00 PM,2:34:22 PM,3:47:42 PM,190,38,113,31,8,7,4,25,33,121,151,37,0,1,1,5:47:55 PM,5:57:13 PM,6:31:30 PM,82,"À l'hospital Nyarugenge la journe s'est bien passée et la nourriture était bonne.

Tous les patients ont mangé de la viande.

Nous avons donné des fruits à tous les patients. 

Je demandais des produits d’hygiène pour les patients car certains patients arrivent à l’hôpital sans rien.",N/A,,,uuid:6e838c4e-28f0-4b6a-98dd-8948c608afe2,2504040958,uuid:6e838c4e-28f0-4b6a-98dd-8948c608afe2
"10/17/2025, 12:04:06 AM","10/16/2025, 9:26:17 PM","10/17/2025, 12:03:41 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),2740,,10/16/2025,4,1,6:39:35 AM,6:50:50 AM,7:30:58 AM,244,2:22:29 PM,2:44:41 PM,3:59:55 PM,274,59,88,77,50,19,1,4,104,112,114,2,28,1,2,4:50:06 PM,5:22:41 PM,6:38:42 PM,233,"The day went well overall. Although lunch was served late due to a delay in the kitchen, the hospital car actually arrived at 11:43. However, the chief instructed them to return after an hour, which contributed to the delay. Despite this, the beneficiaries expressed their appreciation for the support. In the Internal Medicine ward, three patients on easy-to-digest meals have started to recover and are thankful for the care provided.",None,,,uuid:2311366d-7c61-47a7-871c-834530132834,2504040958,uuid:2311366d-7c61-47a7-871c-834530132834
"10/17/2025, 7:20:35 AM","10/16/2025, 8:32:44 PM","10/17/2025, 7:20:28 AM",dcc98da1ce4a0190,,nap,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),3686,,10/16/2025,0,2,7:05:01 AM,7:30:52 AM,8:24:57 AM,259,1:27:06 PM,2:00:11 PM,3:02:16 PM,272,25,56,14,4,20,6,0,24,49,82,8,1,7,0,7:02:50 PM,7:25:05 PM,8:03:11 PM,240,"In breakfast all beneficiaries received their breakfast.
And all things went well.
But the patients drink milk didn't get it.we asked why  but we could not find out.

Patients from isolation room wish we could  give them sauce again a side  like we used  to o do in the past.

The social worker wanted to give  her some equipment  including kettle and ibigoma .
And the beneficiaries also said  they needed cleaning equipment , everything has been found  and will be delivered  to those who need it.",N/A,,,uuid:3af0f08d-82db-446c-bc21-8c3830ca70d1,2504040958,uuid:3af0f08d-82db-446c-bc21-8c3830ca70d1
"10/17/2025, 7:56:44 PM","10/17/2025, 7:35:35 PM","10/17/2025, 7:41:17 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.4 (461ba40),335,,10/17/2025,8,3,7:14:52 AM,7:31:07 AM,8:00:14 AM,170,12:55:30 PM,1:17:39 PM,2:08:46 PM,83,0,0,81,2,0,0,0,0,0,0,0,0,0,0,6:12:32 PM,6:29:40 PM,7:17:47 PM,98,"The service went well today. 
Meals were delicious and well prepared. 
Today, we served fishes to all patients. 

Today, we gave hygiene products to social services and to some patients. They appreciated SolidAfrica for thinking about the well-being of all patients.",N/A,,media\1760722837724.jpg,uuid:f86336e6-d650-46f9-a386-92ded689dc20,2504040958,uuid:f86336e6-d650-46f9-a386-92ded689dc20
"10/17/2025, 9:31:07 PM","10/17/2025, 9:22:17 PM","10/17/2025, 9:31:02 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),525,,10/17/2025,7,4,6:53:45 AM,7:08:03 AM,7:50:17 AM,77,2:04:25 PM,2:15:49 PM,3:02:02 PM,194,41,114,32,7,7,3,29,37,118,159,33,0,1,1,5:33:34 PM,5:44:40 PM,6:51:59 PM,93,À l'hospital Nyarugenge la journe s'est bien passée et la nourriture était bonne.,N/A,,,uuid:1d50398f-8d9b-4eed-a7cb-23c31845a6f0,2504040958,uuid:1d50398f-8d9b-4eed-a7cb-23c31845a6f0
"10/17/2025, 11:34:54 PM","10/17/2025, 10:51:33 PM","10/17/2025, 11:15:27 PM",7c70df7870e72e35,+250796174816,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.2 (3771098),1402,,10/17/2025,1,0,7:00:55 AM,7:30:20 AM,8:30:38 AM,682,11:40:16 AM,12:30:35 PM,1:48:55 PM,526,153,110,213,50,0,0,41,97,125,19,81,57,93,13,4:58:24 PM,5:35:58 PM,6:30:23 PM,521,"We have eight children in the nephrology ward who are not allowed to eat green bananas due to the kidney related  health condition on Sunday, only green bananas we served for lunch which coursed  these children to miss their meals 

We kindly request that whenever grbanan are prepared and alternatively meals 
Be provided for the ensured that all patients received proper nutrition.",N/A,,,uuid:4f9e3aff-64eb-473f-9d7a-61053932ce76,2504040958,uuid:4f9e3aff-64eb-473f-9d7a-61053932ce76
"10/18/2025, 7:35:59 AM","10/17/2025, 8:22:27 PM","10/18/2025, 7:35:50 AM",dcc98da1ce4a0190,,nap,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),3789,,10/17/2025,0,2,7:38:03 AM,8:00:09 AM,8:42:16 AM,259,2:04:33 PM,2:38:40 PM,4:01:48 PM,94,24,54,13,3,20,7,0,13,54,88,3,0,2,1,6:43:37 PM,7:02:42 PM,7:33:48 PM,237,"all patients were generally  happy with the meals  they received.
Whether breakfast,lunch and at dinner,they said it was tasty and well prepared.
But the patients from maternity ward  were not able to get fish because  it was not enough .

According to sukura program.
We provided sanitary equipment to the beneficiaries such as  washing soap,bathing soap,Colgate , Vaseline sante, toothbrush,jug ,baby diapers  and bracelets to the pediatric patients.

The patients also said  that they were going to clean them selves again  and they said that  they had a bad smell because they didn't have enough sanitary equipment 


Even the social worker  had the equipment she needed including kettle ,jug,ibigoma , women underwear,and baby clothes.
We gave them to her and she was very grateful to solid Africa for our  sustainable support to them.",N/A,,,uuid:7963eefa-020d-4d70-a201-549620732a49,2504040958,uuid:7963eefa-020d-4d70-a201-549620732a49
"10/18/2025, 11:04:45 AM","10/18/2025, 8:02:00 AM","10/18/2025, 11:04:40 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),2945,,10/17/2025,4,1,6:30:44 AM,6:49:45 AM,7:25:56 AM,248,1:46:24 PM,2:00:37 PM,3:49:56 PM,280,65,89,78,48,18,1,2,39,93,106,2,43,1,2,5:13:55 PM,5:28:58 PM,7:00:13 PM,230,"We had a wonderful day! All the patients received their breakfast and were happy with it. It consisted of bread, porridge, and milk  everyone received their portion!

At lunchtime, the patients enjoyed the delicious and well-prepared meals we served. The meals were balanced and accompanied by fruits, which they really appreciated!

In the evening, dinner was delivered to the patients on time, and it was well prepared and served with a refreshing drink.",N/A,,,uuid:440e747c-fb27-4e65-b229-32d523a4513f,2504040958,uuid:440e747c-fb27-4e65-b229-32d523a4513f
"10/18/2025, 8:14:31 PM","10/18/2025, 7:50:34 PM","10/18/2025, 8:14:16 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),859,,10/18/2025,7,4,7:01:40 AM,7:16:41 AM,8:08:42 AM,77,12:37:18 PM,12:51:39 PM,1:27:54 PM,194,41,109,35,9,7,4,27,32,124,157,35,0,1,1,4:05:25 PM,4:24:42 PM,5:10:52 PM,93,"À l'hôspital Nyarugenge la journe s'est bien passée et la nourriture était bonne.

Tous les patients ont mangé des oeufs.",N/A,,,uuid:cb3b239d-8627-45b1-9105-64525292ffb2,2504040958,uuid:cb3b239d-8627-45b1-9105-64525292ffb2
"10/18/2025, 8:30:13 PM","10/18/2025, 8:24:15 PM","10/18/2025, 8:30:11 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.4 (461ba40),356,,10/18/2025,8,3,7:23:39 AM,7:38:45 AM,8:06:01 AM,170,1:04:13 PM,1:17:23 PM,2:09:30 PM,84,0,0,81,3,0,0,0,0,0,0,0,0,0,0,4:54:31 PM,5:13:39 PM,5:56:46 PM,98,"The service went well today. 
Meals were delicious and well prepared. 
Today, we served eggs to all patients. 

A mother who had a child in neonatology came to thank SolidAfrica.  She said that SolidAfrica cared for her more, she appreciated that we gave her clothes for her baby and kigoma, which would help her to cover her baby.",N/A,,,uuid:8bd19fbe-6556-4f97-81e9-04fad4ef0f61,2504040958,uuid:8bd19fbe-6556-4f97-81e9-04fad4ef0f61
"10/18/2025, 10:30:41 PM","10/18/2025, 10:03:22 PM","10/18/2025, 10:16:05 PM",7c70df7870e72e35,+250796174816,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.2 (3771098),609,,10/18/2025,1,0,7:05:52 AM,7:38:16 AM,8:47:31 AM,682,11:30:07 AM,12:30:31 PM,1:50:42 PM,526,60,203,181,82,0,0,14,72,177,28,62,101,29,43,4:41:39 PM,5:30:07 PM,6:30:28 PM,520,N/A,N/A,,,uuid:7797046f-7977-4b2f-9564-ed502e5b8b05,2504040958,uuid:7797046f-7977-4b2f-9564-ed502e5b8b05
"10/19/2025, 9:16:03 AM","10/18/2025, 5:46:29 PM","10/19/2025, 9:15:59 AM",dcc98da1ce4a0190,,nap,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),2359,,10/18/2025,0,2,7:43:47 AM,8:08:01 AM,8:43:06 AM,246,2:29:16 PM,2:50:20 PM,3:51:24 PM,265,25,49,14,4,19,5,0,6,62,80,8,0,2,1,5:24:28 PM,5:43:46 PM,6:18:55 PM,228,"Patients and their caregivers  are grateful to solid Africa  for the delicious food  prepared which includes posho,beans,cooked banana ,isombe  and juice for all.

Patients  taking milk at  lunch didn't get it because it was dead.
It was because  the hospital car was late to pick up  the patients meals.",Two patients from surgery ward were discharged from the hospital and they thanked us for taking care of them without any cost.,,,uuid:e18b7abe-cd01-4a57-96ff-c0a02a12afe3,2504040958,uuid:e18b7abe-cd01-4a57-96ff-c0a02a12afe3
"10/19/2025, 7:13:18 PM","10/19/2025, 6:43:06 PM","10/19/2025, 7:12:53 PM",ea67cb053b6c77ee,,nap,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),1663,,10/19/2025,1,0,6:43:30 AM,7:08:46 AM,8:43:51 AM,569,11:44:11 AM,12:12:38 PM,2:44:41 PM,569,109,183,182,109,20,1,29,100,135,50,72,53,69,41,4:44:44 PM,4:56:54 PM,6:17:14 PM,569,"Today, as mentioned in the previous report, children in the Nephrology ward did not eat lunch because the meal served was green banana, which they are not allowed to eat due to their medical condition.

During dinner, the meal was sweet potato, but most wards refused it, resulting in a very low food consumption rate.

Out of 569 patients currently admitted to the hospital, only 400 ate dinner. Unfortunately, most of the children went to bed hungry.

Recommendation:

Alternative meals should be provided for nephrology children whenever plantain is served.

The nutrition team should consider adding variety to the evening meals to avoid repeated refusals",N/A,,media\1760893964558.jpg,uuid:8c55a408-2cd1-4b22-84c7-b6bc040d8c76,2412091707,uuid:8c55a408-2cd1-4b22-84c7-b6bc040d8c76
"10/19/2025, 7:13:59 PM","10/19/2025, 6:43:06 PM","10/19/2025, 7:13:50 PM",ea67cb053b6c77ee,,nap,google|Pixel 3a|12|SurveyCTO Collect 2.81.4 (461ba40),1675,,10/19/2025,1,0,6:43:30 AM,7:08:46 AM,8:43:51 AM,569,11:44:11 AM,12:12:38 PM,2:44:41 PM,569,109,183,182,109,20,1,29,100,135,50,72,53,69,41,4:44:44 PM,4:56:54 PM,6:17:14 PM,400,"Today, as mentioned in the previous report, children in the Nephrology ward did not eat lunch because the meal served was green banana, which they are not allowed to eat due to their medical condition.

During dinner, the meal was sweet potato, but most wards refused it, resulting in a very low food consumption rate.

Out of 569 patients currently admitted to the hospital, only 400 ate dinner. Unfortunately, most of the children went to bed hungry.

Recommendation:

Alternative meals should be provided for nephrology children whenever plantain is served.

The nutrition team should consider adding variety to the evening meals to avoid repeated refusals",N/A,,media\1760893964558.jpg,uuid:93aa2e4c-2c57-4d70-a310-60fee573f4d9,2412091707,uuid:93aa2e4c-2c57-4d70-a310-60fee573f4d9
"10/19/2025, 8:25:13 PM","10/19/2025, 7:21:48 PM","10/19/2025, 8:25:08 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),1589,,10/19/2025,7,4,6:41:17 AM,6:57:18 AM,7:56:19 AM,71,1:04:20 PM,1:25:21 PM,2:17:22 PM,178,37,103,31,7,7,3,25,30,113,147,31,0,0,0,3:31:43 PM,3:34:44 PM,4:58:45 PM,80,"À l'hôspital Nyarugenge la journe s'est bien passée et la nourriture était bonne.

certains Patients ne consomment pas de viande car la quantité disponible est insuffisante.",N/A,,,uuid:059a2efa-8cc9-4122-b447-bfaddd90c806,2504040958,uuid:059a2efa-8cc9-4122-b447-bfaddd90c806
"10/19/2025, 9:48:29 PM","10/19/2025, 8:26:39 PM","10/19/2025, 9:48:23 PM",dcc98da1ce4a0190,,nap,Itel|itel A662L|12|SurveyCTO Collect 2.81.4 (461ba40),1573,,10/19/2025,0,2,7:18:37 AM,7:33:41 AM,8:04:45 AM,241,1:21:02 PM,1:46:08 PM,2:59:13 PM,269,26,49,14,4,19,5,0,16,53,84,6,0,3,0,4:07:55 PM,4:27:59 PM,5:25:04 PM,232,"All beneficiaries were satisfied with the meals they received .
Even the patients who drink milk during the lunch got it and on the time.

There are eight  patients in emergency room  who are very sick and without any caregivers,they don't  have  any materials to take food or anything to drink.
We asked the social worker  to provide them plates and cups so that they could  eat or drink  easy process.
She told us that she would give it to them on monday.",N/A,,,uuid:1c1b52ae-b8ca-4433-86bd-75ae91e128a8,2504040958,uuid:1c1b52ae-b8ca-4433-86bd-75ae91e128a8
"10/20/2025, 6:34:54 AM","10/18/2025, 11:52:35 AM","10/20/2025, 6:34:11 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),906,,10/18/2025,4,1,6:40:28 AM,6:59:29 AM,7:40:30 AM,236,12:49:54 PM,1:00:05 PM,3:00:25 PM,264,44,96,84,40,19,1,2,39,79,90,5,42,1,4,4:30:57 PM,4:59:03 PM,6:00:24 PM,230,"Overall, we had a great day at the hospital. The breakfast went well! At lunchtime, we prepared delicious meals for the patients, and they really enjoyed them.

We also had the opportunity to talk with TB patients, and they shared how much they appreciate the daily care we provide. One of them told us that the caregiver who brought him to the hospital abandoned him there, but we have never left him alone.
He is now able to eat soft meals when he first came, he couldn’t eat anything other than liquids.
He is very thankful to Solid Africa, and he also thanked us personally",N/A,,,uuid:4f6065a3-fd44-4e33-a7c0-bf7e1e9313e1,2504040958,uuid:4f6065a3-fd44-4e33-a7c0-bf7e1e9313e1
"10/20/2025, 8:28:31 AM","10/19/2025, 10:46:40 PM","10/20/2025, 8:28:25 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1750,,10/19/2025,4,1,6:27:08 AM,6:45:11 AM,7:40:12 AM,237,12:49:48 PM,1:11:08 PM,2:30:14 PM,266,40,100,94,32,18,0,2,35,85,92,4,42,3,1,5:09:47 PM,5:30:48 PM,6:50:48 PM,231,"Today, we prepared good-quality meals for all patients, and they were well received. In particular, the mothers in the Neonatal Unit expressed their deep appreciation. They told us they continue to enjoy the meals we provide and that the food plays a crucial role in their health especially in helping them produce breast milk for their babies.

They were also very happy to receive hygiene supplies. They sincerely thanked Solid’Africa and said they constantly pray for blessings upon the team.”",N/A,,,uuid:004e50eb-7490-4847-a6a0-3bb133e49a4c,2504040958,uuid:004e50eb-7490-4847-a6a0-3bb133e49a4c
"10/20/2025, 7:40:41 PM","10/20/2025, 7:31:36 PM","10/20/2025, 7:40:39 PM",8b1ba51b8d99b240,+250796164370,nap,samsung|SM-X115|15|SurveyCTO Collect 2.81.4 (461ba40),520,,10/20/2025,8,3,7:07:50 AM,7:16:00 AM,7:52:09 AM,176,12:56:24 PM,1:13:32 PM,2:06:39 PM,86,0,0,84,2,0,0,0,0,0,0,0,0,0,0,5:53:35 PM,6:07:49 PM,6:38:59 PM,91,"The service went well today. 
Meals were delicious and well prepared. 
Today, we served fishes in sauce to all patients, and the patients appreciated the way the sauce was cooked and very delicious. 

Some patients, especially in neonatology and pediatric caregivers, were complaining about sweet potatoes we served them. They said that they didn't get enough breastfeeding when they ate strong food.",N/A,,,uuid:89ac3b66-25ce-4cde-870c-73be23d8048e,2504040958,uuid:89ac3b66-25ce-4cde-870c-73be23d8048e
"10/20/2025, 9:16:10 PM","10/20/2025, 8:22:18 PM","10/20/2025, 9:16:01 PM",3c796028aa6a351f,+250789578034,nap,TECNO|TECNO KG5j|11|SurveyCTO Collect 2.81.4 (461ba40),1865,,10/20/2025,7,4,6:45:03 AM,7:03:04 AM,7:53:08 AM,73,2:28:17 PM,2:43:20 PM,3:34:21 PM,187,39,109,31,8,6,4,29,33,115,149,38,0,0,0,4:51:36 PM,5:18:36 PM,6:10:37 PM,85,"À l'hospital Nyarugenge la journe s'est bien passée et la nourriture était bonne.

Nous avons apporté des produits d’hygiène pour les patients.",N/A,,media\1760987754584.jpg,uuid:c45f8b79-6cb4-4184-8ecf-321776d9568d,2504040958,uuid:c45f8b79-6cb4-4184-8ecf-321776d9568d
